,Pair,Token0 Symbol,Token0 Underlying Address,Token0 Underlying Decimals,Token0 imxB Address,Token1 Symbol,Token1 Underlying Address,Token1 Underlying Decimals,Token1 imxB Address
89,WMATIC-WETH,,,18.0,0xF9310d2FfF25C0d4A24FC87bad353bAcB6402379,,,18.0,0xaDE5DBF019a63E82e6CE7212FFf5666Afb696831
91,WMATIC-USDC,,,18.0,0x2362A532906C497D0D770E81DdDc5Ad96Ff6532a,,,6.0,0x39f255cf066B2A11426587D7714FaB7Afa580e0b
93,WMATIC-USDT,,,18.0,0xcc730B95BB772E825094160C5F3d41A3d83B31d3,,,6.0,0x142F292040084e63F28a699A6ce76c13e9c86391
95,cxADA-cxETH,,,18.0,0x23006F489a00cbb2bb197Bb971a7A4CEbC84Ca7A,,,18.0,0x1c1e82E7dc35c290d4925CA0233d4f912A606EcD
97,cxDOGE-cxETH,,,18.0,0x9c30bc3129403Db2c91864B51fcE36B414A82bAb,,,18.0,0x20CFF4D46942aBe7037Cad6db15BF40896C41E4C
99,WETH-cxETH,,,18.0,0x430A4053B08D979DB252B761E1330b88A45D1239,,,18.0,0xf39C1e5722Ca9cC8BB0916E026Eb02E6ca4F6500
101,USDC-JPYC,,,6.0,0x0887097b64BDd5C23d9D65D28e1124b8f689F3D7,,,18.0,0xd39c4d61484a959D82906B6e2Cf8e7dD25b93E8e
103,WBTC-cxBTC,,,8.0,0xD02E1389A4baA2db47792c151cee698DF1a1048F,,,18.0,0xDF3402aE260a2CAa70c6bc64d26f1d993b16Ae76
105,WETH-USDT,,,18.0,0xC8F4B8584DDfadAc84C54147c3057F233Dc86162,,,6.0,0xc829A9be1855b1bCC1e7b9E522e7053759D19AbC
107,USDC-USDT,,,6.0,0x14e0A4a06DFF74b7d118c607A0Ec2f9b2b099CB1,,,6.0,0xF10DfDF66D32F6a0ac258b6B0a67FBe5634CBDE6
109,WBTC-WETH,,,8.0,0xeC3D0c4edF9452A6c9468801AA967113aC36f0c5,,,18.0,0x3970a1C56BAA17EdCA9aD840Fc6e83dA669b2eCe
111,miMATIC-USDT,,,18.0,0x4EdceDa71311aB077D93845Dd68DFfD36a7e5A40,,,6.0,0x29D9A197237480A3bA02519e309cb62c7bBCF12b
